Nombre;Ciudad;Capacidad
Estadio Municipal de Paillaco;Paillaco;860
Estadio Municipal de Requínoa;Requínoa;856
Estadio Municipal de Achao;Quinchao (Achao);850
Estadio Bancario;Osorno;850
Estadio Estrella Blanca;Puerto Montt;844
Estadio Municipal de Puerto Saavedra;Puerto Saavedra;840
Estadio Municipal de Lo Miranda;Doñihue (Lo Miranda);840
Estadio Municipal de Peralillo;Peralillo;840
Estadio Municipal de Bulnes;Bulnes;840
Complejo Deportivo Rahue Alto;Osorno (Rahue);840
Estadio Municipal de Punitaqui;Punitaqui;829
Estadio Municipal Alejandro Olmos;Zapallar;820
Estadio Municipal de El Carmen;El Carmen;810
Estadio Municipal José Climent;Santiago (Quinta Normal);800​
Estadio Municipal de Vilcún;Vilcún;800
"Estadio Ramón ""Moncho"" Vega";Illapel;800
Estadio Municipal de Purén;Purén;800
Estadio Municipal Alejo Núñez Carranza;Placilla;800
Estadio Municipal de Los Sauces;Los Sauces;800
Estadio Municipal de Olivar Alto;Olivar (Olivar Alto);800
Estadio Campo Deportivo Ñielol;Temuco;800
Estadio IND Puerto Montt;Puerto Montt;800
Estadio Municipal de Pemuco;Pemuco;800
Estadio Municipal Víctor Bórquez Miranda;Puerto Natales;800
Estadio Municipal Enrique Palma Torres;Petorca;800
Complejo Deportivo Municipal San Pedro;María Pinto;800
Estadio Municipal Julio Riesco;Curacaví;800
Estadio Municipal de Diego de Almagro;Diego de Almagro;800
Estadio Municipal de Yungay;Yungay;800
Estadio Colegio Academia de Humanidades;Santiago (Recoleta);800
Estadio Flecha de Concepción;Concepción;800
Auditorio Osmán Pérez Freire;Valparaíso;800
Estadio Municipal de Negrete;Negrete;800
Estadio Papelero;Santiago (Puente Alto);800
Estadio Valderrama;San Fernando;800
Estadio Cerro Alto;Los Álamos (Cerro Alto);800
Cancha Trinidad de Limache;Limache;800
Estadio Atlético de Quillota;Quillota;800
Estadio Guacolda;Huasco;800
Estadio Mantilhue;Río Bueno (Mantilhue);800
Estadio Municipal de Malalhue;Lanco (Malalhue);800
Complejo Deportivo La Granja;Cañete;800
Complejo Deportivo Las Almejas;Antofagasta;780
Centro Deportivo y Recreacional Trabajadores Rol B de Codelco;Calama;760
Estadio Cultural Cordillera;Santiago (Peñalolén);750
Estadio Amanecer;Temuco;750
Estadio Municipal de Putaendo;Putaendo;750
Auditorio Manuel Guerrero;Valparaíso;750
Estadio Compañía Chilena de Fósforos;Rengo;750
Cancha Club Deportivo Bandera de Chile;Pirque (El Principal);750
Estadio La Faena;Santiago (Peñalolén);746
Estadio Luciano Durandeau Prado;Antofagasta;730
Estadio Municipal de San Gregorio de Ñiquén;Ñiquén (San Gregorio de Ñiquén);728
Complejo Deportivo Lautaro;Antofagasta;720
Estadio Las Rejas;Santiago (Estación Central);720
Estadio Municipal de Galvarino;Galvarino;720
Estadio Municipal de Marchigüe;Marchigüe;720
Estadio Municipal de Palmilla;Palmilla;720
Estadio New Life;Cartagena;720
Estadio Puerto Nuevo;Cartagena;720
Estadio Municipal Cancha N° 2 Asociación de Fútbol de Quintero;Quintero;720
Estadio Municipal de Treguaco;Treguaco;720
Estadio José Orlando González;Algarrobo (Mirasol);720
Estadio Independiente de Rabuco;Hijuelas (Rabuco);720
Complejo Deportivo Costanera de Limache;Limache;720
Estadio Diego Portales;Nueva Imperial;700
Estadio ANFA Puerto Aysén;Puerto Aysén;700
Estadio San Joaquín Oriente;Santiago (San Joaquín);700
Estadio ANFA Llanquihue;Llanquihue;700
Estadio Municipal Juan Bucarey;Rinconada de Los Andes;700
Auditorio Pedro Aguirre Cerda;Valparaíso;700
Estadio Complejo Deportivo Municipal Gómez Carreño;Viña del Mar;700
Estadio Colegio Alemán de Valparaíso;Viña del Mar;700
Estadio Municipal de Paredones;Paredones;700
Estadio La Montura;Santiago (San Miguel);700
Estadio Fiscal de San Felipe;San Felipe;700
Estadio La Obra;Talca;700
Estadio Colegio San Benito;Santiago (Vitacura);700
Estadio Las Condes;Santiago (Las Condes);700
Estadio Municipal de Tongoy;Coquimbo (Tongoy);700
Complejo Deportivo Ulises Aguirre;Paihuano (Horcón);700
Estadio Sarmiento;Santiago (Renca);700
Estadio Huamachuco II;Santiago (Renca);700
Estadio El Maitén;Codegua (La Compañía);700
Estadio Municipal de La Punta;Mostazal (La Punta);700
Estadio San Enrique;Chimbarongo (San Enrique);700
Estadio Municipal de Lebu;Lebu;700
Estadio Unión La Parroquia;Cabildo (San Lorenzo);700
Estadio Tricolor El Sobrante;Petorca (Chincolco);700
Estadio Sector Norte;Arica;669
Estadio Municipal El Boldo;Corral;650
Estadio Atlético Militar;Concepción;650
Estadio Campos Deportivos;Temuco;650
Estadio Liga Popular;Punta Arenas;650
Estadio Municipal de Río Negro;Río Negro;650
Estadio Municipal de Panquehue;Panquehue;650
Estadio La Febre de Ocoa;Hijuelas (Ocoa);650
Cancha La Bombonera;Osorno;640
Estadio Campeones Por Siempre;Tocopilla;632
Estadio Municipal de Maullín;Maullín;629
Estadio La Candelaria;Maullín (Carelmapu);600
Cancha Sintética Estadio Monumental;Santiago (Macul);600
Estadio Club Deportivo De Rugby y Hockey Old Navy R H C;Viña del Mar;600
Complejo Deportivo Los Llanos;La Serena (Las Compañías);600
Complejo Deportivo El Milagro;La Serena;600
Estadio Vicente Pérez Rosales;Chillán;600
Estadio Arturo Prat;Chillán;600
Estadio Rosita O'Higgins;Chillán;600
Estadio Municipal de Teodoro Schmidt;Teodoro Schmidt;600
Estadio Municipal Carlos Schneeberger;Temuco;600
Estadio Municipal Bicentenario de Pueblo Nuevo;Temuco;600
Complejo Deportivo Rosen;Temuco;600
Estadio Parque Isla Cautín;Temuco;600
Estadio Municipal de Fresia;Fresia;600
Estadio Municipal de Gorbea;Gorbea;600
Estadio Santa Guadalupe;Lautaro;600
